Nama,Singkatan,Jenis,Status,Kabupaten,Provinsi,Akreditasi,Jumlah Prodi,Persentase Kelulusan,Rentang Biaya / Semester
Sekolah Tinggi Ilmu Administrasi Nasional,STIA Nasional,Swasta,Alih Bentuk,Kota Lhokseumawe,Prov. Aceh,Tidak Terakreditasi,1,33.58 %,Rp3.000.000 - 3.000.000
Sekolah Tinggi Ilmu Kesehatan Husada Jombang,STIKes Husada Jombang,Swasta,Aktif,Kab. Jombang,Prov. Jawa Timur,B,7,,
Akademi Keperawatan Mitra Keluarga Jakarta,Akper Mitra Keluarga,Swasta,Alih Bentuk,Kota Jakarta Timur,Prov. D.K.I. Jakarta,Tidak Terakreditasi,1,,
"Sekolah Tinggi Teknologi Indonesia (Kota Jakarta Pusat, D.K.I. Jakarta)",STT Indonesia,Swasta,Alih Bentuk,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,Tidak Terakreditasi,10,,
Sekolah Tinggi Teknik Widya Darma,STTWD,Swasta,Tutup,Kota Surabaya,Prov. Jawa Timur,Tidak Terakreditasi,2,82.90 %,
Sekolah Tinggi Ilmu Ekonomi Pertiwi,STIE Pertiwi,Swasta,Alih Bentuk,Kab. Bekasi,Prov. Jawa Barat,Tidak Terakreditasi,5,50.44 %,
AMIK Parnaraya Manado,AMIK Parnaraya Manado,Swasta,Alih Bentuk,Kota Manado,Prov. Sulawesi Utara,Tidak Terakreditasi,4,42.63 %,
"Universitas Bangka Belitung (Kota Pangkalpinang, Bangka Belitung)",UBB,Swasta,Tutup,Kota Pangkalpinang,Prov. Bangka Belitung,Tidak Terakreditasi,13,,
"Politeknik Bisnis Indonesia (Kota Pematang Siantar, Sumatera Utara)",PBI,Swasta,Aktif,Kota Pematang Siantar,Prov. Sumatera Utara,Baik,4,62.12 %,
STMIK Amikom Purwokerto,STMIK Amikom Purwokerto,Swasta,Alih Bentuk,Kab. Banyumas,Prov. Jawa Tengah,Tidak Terakreditasi,4,,
Institut Teknologi Sains dan Kesehatan PKU Muhammadiyah Surakarta,ITSKPMS,Swasta,Alih Bentuk,Kota Surakarta,Prov. Jawa Tengah,Baik Sekali,10,,Rp5.000.000 - 6.250.000
Akademi Kebidanan Syekh Yusuf Gowa,Akbid Syekh Yusuf Gowa,Swasta,Alih Bentuk,Kab. Gowa,Prov. Sulawesi Selatan,Tidak Terakreditasi,1,47.97 %,
Sekolah Tinggi Ilmu Kesehatan Pamentas,STIKes Pamentas,Swasta,Aktif,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,Baik,2,54.67 %,Rp7.500.000 - 7.500.000
Universitas Putera Batam,UPB,Swasta,Aktif,Kota Batam,Prov. Kepulauan Riau,Baik Sekali,14,,Rp2.370.000 - 9.600.000
Universitas Muhammadiyah Enrekang,UME,Swasta,Aktif,Kab. Enrekang,Prov. Sulawesi Selatan,Baik Sekali,13,61.44 %,Rp2.400.000 - 4.000.000
Sekolah Tinggi Perikanan Sibolga,STPS,Swasta,Aktif,Kota Sibolga,Prov. Sumatera Utara,Tidak Terakreditasi,2,22.15 %,Rp1.750.000 - 1.750.000
Sekolah Tinggi Ilmu Ekonomi Dharma Agung Bandung,STIE Dharma Agung Bandung,Swasta,Alih Bentuk,Kab. Bekasi,Prov. Jawa Barat,Tidak Terakreditasi,4,,
Akademi Kebidanan Harapan Mama Deli Serdang,Akbid Harapan Mama Deli Serdang,Swasta,Alih Bentuk,Kab. Deli Serdang,Prov. Sumatera Utara,Tidak Terakreditasi,1,39.27 %,
AMIK Datuk Parpatiah Nan Sabatang,AMIK Datuk Parpatiah Nan,Swasta,Alih Bentuk,Kota Padang,Prov. Sumatera Barat,Tidak Terakreditasi,1,,
Akademi Keperawatan Bethesda Serukam,Akper Bethesda Serukam,Swasta,Aktif,Kab. Bengkayang,Prov. Kalimantan Barat,Baik,1,35.46 %,Rp500.000 - 9.800.000
Institut Teknologi Perikanan Nusantara Ende,ITPNE,Swasta,Aktif,Kab. Ende,Prov. Nusa Tenggara Timur,Tidak Terakreditasi,3,49.22 %,
Sekolah Tinggi Filsafat Theologia Fajar Timur Jayapura,STF Theologia Fajar Timur Jayapura,Swasta,Alih Bentuk,Kota Jayapura,Prov. Papua,Baik,2,29.28 %,
Sekolah Tinggi Teknologi Mandala,STT Mandala,Swasta,Aktif,Kota Bandung,Prov. Jawa Barat,Baik,9,,
Universitas Nahdlatul Ulama Gorontalo,UNUG,Swasta,Aktif,Kota Gorontalo,Prov. Gorontalo,Baik Sekali,11,87.75 %,
Akademi Kebidanan Medika Wiyata Kediri,Akbid Medika Wiyata Kediri,Swasta,Alih Bentuk,Kota Kediri,Prov. Jawa Timur,Tidak Terakreditasi,1,,
Universitas Teknokrat Indonesia,UTI,Swasta,Aktif,Kota Bandar Lampung,Prov. Lampung,Terakreditasi,17,63.65 %,Rp1.500.000 - 60.000.000
Universitas Muhammadiyah Gombong,UMG,Swasta,Aktif,Kab. Kebumen,Prov. Jawa Tengah,Baik Sekali,14,80.64 %,Rp1.250.000 - 22.500.000
Sekolah Tinggi Hukum Bandung,STHB,Swasta,Aktif,Kota Bandung,Prov. Jawa Barat,Terakreditasi,2,72.28 %,Rp7.500.000 - 7.500.000
Sekolah Tinggi Sains Dan Teknologi Indonesia,STSTI,Swasta,Alih Bentuk,Kota Bandung,Prov. Jawa Barat,Tidak Terakreditasi,4,,
Sekolah Tinggi Ilmu Kesehatan Persada Nabire,STIKes Persada Nabire,Swasta,Aktif,Kab. Nabire,Prov. Papua,Baik,3,,
Akademi Manajemen Perpajakan Indonesia Blitar,AMPIB,Swasta,Pembinaan,Kota Blitar,Prov. Jawa Timur,Tidak Terakreditasi,2,69.12 %,
Akademi Keperawatan Kamanre,Akper Kamanre,Swasta,Aktif,Kota Palopo,Prov. Sulawesi Selatan,Tidak Terakreditasi,1,38.06 %,
STIKES Muhammadiyah Pekajangan,STIKES Muhammadiyah Pekajangan,Swasta,Alih Bentuk,Kab. Pekalongan,Prov. Jawa Tengah,Tidak Terakreditasi,6,41.13 %,
ASM Marsudirini Santa Maria,ASM Marsudirini Santa Maria,Swasta,Aktif,Kota Yogyakarta,Prov. D.I. Yogyakarta,Terakreditasi,5,,Rp2.400.000 - 7.180.000
Sekolah Tinggi Teknik Multimedia Cendikia Abditama,STTMCA,Swasta,Alih Bentuk,Kab. Tangerang,Prov. Banten,Tidak Terakreditasi,2,22.05 %,
Akademi Kebidanan Respati,Akbid Respati,Swasta,Alih Bentuk,Kab. Sumedang,Prov. Jawa Barat,Tidak Terakreditasi,1,64.69 %,
Sekolah Tinggi Ilmu Ekonomi Wira Bhakti Makassar,STIE Wira Bhakti Makassar,Swasta,Alih Bentuk,Kota Makassar,Prov. Sulawesi Selatan,Tidak Terakreditasi,3,60.47 %,
Politeknik Pariwisata Prima Internasional,PPPI,Swasta,Aktif,Kota Cirebon,Prov. Jawa Barat,Baik,3,75.58 %,Rp2.500.000 - 8.500.000
Sekolah Tinggi Ilmu Hukum Gunung Jati,STIH Gunung Jati,Swasta,Aktif,Kota Tangerang,Prov. Banten,Baik,1,47.95 %,Rp1.500.000 - 250.000.000
Sekolah Tinggi Bahasa Asing Mentari Kupang,STBAMK,Swasta,Aktif,Kota Kupang,Prov. Nusa Tenggara Timur,Tidak Terakreditasi,1,81.23 %,
STMIK DCI,STMIK DCI,Swasta,Aktif,Kota Tasikmalaya,Prov. Jawa Barat,Baik,2,,Rp4.000.000 - 4.000.000
Universitas Halim sanusi,UHS,Swasta,Aktif,Kota Bandung,Prov. Jawa Barat,Baik,10,55.87 %,Rp2.400.000 - 7.116.000
Sekolah Tinggi Manajemen Informatika dan Komputer Muara Dua,STMIK Muara Dua,Swasta,Alih Bentuk,Kab. Ogan Komering Ulu Selatan,Prov. Sumatera Selatan,Tidak Terakreditasi,2,68.20 %,
Akademi Perekam Medik Dan Infokes Mitra Husada,APMIMH,Swasta,Alih Bentuk,Kab. Karanganyar,Prov. Jawa Tengah,Tidak Terakreditasi,1,18.41 %,
Universitas Bina Darma,UBD,Swasta,Aktif,Kota Palembang,Prov. Sumatera Selatan,Unggul,27,,Rp3.600.000 - 7.900.000
Sekolah Tinggi Internasional Konservatori Musik Indonesia,STIKMI,Swasta,Aktif,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,Tidak Terakreditasi,2,,Rp8.900.000 - 14.200.000
Sekolah Tinggi Ilmu Kesehatan Karya Kesehatan,STIKes Karya Kesehatan,Swasta,Aktif,Kota Kendari,Prov. Sulawesi Tenggara,Terakreditasi,4,42.64 %,Rp2.500.000 - 3.000.000
Sekolah Tinggi Teknologi Mutu Muhammadiyah,STT Mutu Muhammadiyah,Swasta,Alih Bentuk,Kab. Tangerang,Prov. Banten,Tidak Terakreditasi,3,47.29 %,
Politeknik Akamigas Palembang,PAP,Swasta,Aktif,Kota Palembang,Prov. Sumatera Selatan,Baik Sekali,5,53.41 %,Rp6.500.000 - 6.500.000
Universitas Mahaputra Muhammad Yamin,UMMY,Swasta,Aktif,Kota Solok,Prov. Sumatera Barat,Baik Sekali,13,,Rp850.000 - 24.000.000
Universitas Atma Jaya Makassar,UAJM,Swasta,Aktif,Kota Makassar,Prov. Sulawesi Selatan,Baik,12,39.19 %,Rp5.000.000 - 6.200.000
Politeknik Tri Dharma,PTD,Swasta,Tutup,Kota Padang,Prov. Sumatera Barat,Tidak Terakreditasi,7,19.32 %,
Akademi Keperawatan Garuda Putih Jambi,Akper Garuda Putih,Swasta,Alih Bentuk,Kota Jambi,Prov. Jambi,Tidak Terakreditasi,1,,
AMIK YMI Tegal,AMIK YMI Tegal,Swasta,Alih Bentuk,Kota Tegal,Prov. Jawa Tengah,Tidak Terakreditasi,2,,
Akademi Komputer Mall Cendikia,AKMC,Swasta,Pembinaan,Kota Gorontalo,Prov. Gorontalo,Tidak Terakreditasi,1,,
Akademi Kebidanan Buton Raya,Akbid Buton,Swasta,Alih Bentuk,Kota Baubau,Prov. Sulawesi Tenggara,Tidak Terakreditasi,1,,
Akademi Keperawatan ST Elisabeth Lela,Akper ST Elisabeth Lela,Swasta,Alih Bentuk,Kab. Sikka,Prov. Nusa Tenggara Timur,Baik Sekali,1,,Rp4.000.000 - 4.000.000
AMIK Sigma,AMIK Sigma,Swasta,Alih Bentuk,Kota Palembang,Prov. Sumatera Selatan,Tidak Terakreditasi,3,,
Politeknik YDHI,PY,Swasta,Alih Kelola,Tidak Diisi,Prov. D.I. Yogyakarta,Tidak Terakreditasi,6,55.64 %,
Akademi Keperawatan Makasar,Akper Makasar,Swasta,Alih Bentuk,Kota Makassar,Prov. Sulawesi Selatan,Tidak Terakreditasi,1,,
Universitas Hang Tuah Pekanbaru,UHTP,Swasta,Aktif,Kota Pekanbaru,Prov. Riau,Baik Sekali,14,,Rp9.975.000 - 9.975.000
Sekolah Tinggi Teknologi Aisyah,STT Aisyah,Swasta,Alih Bentuk,Kab. Pringsewu,Prov. Lampung,Tidak Terakreditasi,2,47.64 %,
Universitas Megou Pak Tulang Bawang,UMPTB,Swasta,Tutup,Kab. Tulang Bawang,Prov. Lampung,Tidak Terakreditasi,12,,
Politeknik Kesehatan Kartini Bali,Poltekkes Kartini,Swasta,Aktif,Kota Denpasar,Prov. Bali,Baik,5,50.60 %,Rp6.100.000 - 10.000.000
STIE Pembangunan Tanjungpinang,STIE Pembangunan Tanjungpinang,Swasta,Aktif,Kota Tanjungpinang,Prov. Kepulauan Riau,Baik,3,,Rp1.900.000 - 3.555.000
Institut Modern Arsitektur dan Teknologi,IMAT,Swasta,Aktif,Kab. Deli Serdang,Prov. Sumatera Utara,Baik,5,,Rp5.000.000 - 9.000.000
"Akademi Kebidanan Umi Bagan Batu (Kab. Nias Selatan, Sumatera Utara)",Akbid Umi Bagan Batu,Swasta,Aktif,Kab. Nias Selatan,Prov. Sumatera Utara,Tidak Terakreditasi,1,,
Akademi Kebidanan Bunda Serumpun,Akbid Bunda Serumpun,Swasta,Tutup,Kota Pekanbaru,Prov. Riau,Tidak Terakreditasi,1,,
Akademi Kebidanan Tuanku Tambusai,Akbid Tuanku Tambusai,Swasta,Alih Bentuk,Kab. Kampar,Prov. Riau,Tidak Terakreditasi,1,,
Politeknik Anika Palembang,PAP,Swasta,Alih Bentuk,Kota Palembang,Prov. Sumatera Selatan,Tidak Terakreditasi,5,,
Akademi Akuntansi PGRI Jember,AAPJ,Swasta,Alih Bentuk,Kab. Jember,Prov. Jawa Timur,Tidak Terakreditasi,1,,
Sekolah Tinggi Ilmu Administrasi Pelita Nusantara,STIA Pelita Nusantara,Swasta,Aktif,Kab. Nagan Raya,Prov. Aceh,Terakreditasi,3,,Rp2.500.000 - 2.500.000
STMIK Pamitran,STMIK Pamitran,Swasta,Aktif,Kab. Karawang,Prov. Jawa Barat,Baik,5,,Rp4.200.000 - 4.200.000
Sekolah Tinggi Ilmu-Ilmu Sosial (STIS) Tual,STIISST,Swasta,Aktif,Kab. Maluku Tenggara,Prov. Maluku,Terakreditasi,2,,Rp1.950.000 - 2.400.000
Institut Media Digital Emtek,IMDE,Swasta,Aktif,Kota Jakarta Barat,Prov. D.K.I. Jakarta,Terakreditasi,5,,Rp2.280.000 - 16.450.000
Sekolah Tinggi Ilmu Administrasi Panglima Sudirman,STIA Panglima Sudirman,Swasta,Tutup,Kota Surabaya,Prov. Jawa Timur,Tidak Terakreditasi,2,,
Universitas Perintis Indonesia,UPI,Swasta,Aktif,Kota Padang,Prov. Sumatera Barat,B,19,,Rp1.000.000 - 32.500.000
Sekolah Tinggi Teknologi Immanuel,STT Immanuel,Swasta,Aktif,Kota Medan,Prov. Sumatera Utara,Baik,2,,Rp3.000.000 - 3.000.000
Sekolah Tinggi Ilmu Kesehatan Bogor Husada,STIKes Bogor Husada,Swasta,Aktif,Kota Bogor,Prov. Jawa Barat,Baik,3,,Rp10.000.000 - 10.000.000
Universitas Mitra Karya,UMK,Swasta,Tutup,Kota Bekasi,Prov. Jawa Barat,Tidak Terakreditasi,8,,
Sekolah Tinggi Ilmu Kesehatan Yatsi,STIKes Yatsi,Swasta,Alih Bentuk,Kota Tangerang,Prov. Banten,Baik,3,,
Politeknik Gorontalo,PG,Swasta,Aktif,Kab. Bone Bolango,Prov. Gorontalo,Terakreditasi,4,,Rp2.100.000 - 2.300.000
STMIK Muhammadiyah Jakarta,STMIK Muhammadiyah,Swasta,Alih Bentuk,Kota Jakarta Timur,Prov. D.K.I. Jakarta,Tidak Terakreditasi,2,,
Sekolah Tinggi Olahraga Dan Kesehatan Bina Guna,STOKBG,Swasta,Aktif,Kota Medan,Prov. Sumatera Utara,Baik Sekali,4,,
Sekolah Tinggi Ilmu Kesehatan Harapan Ibu Jambi,STIKes Harapan Ibu,Swasta,Aktif,Kota Jambi,Prov. Jambi,Baik Sekali,4,,Rp2.950.000 - 12.000.000
Sekolah Tinggi Ilmu Kesehatan Jogja,STIKes Jogja,Swasta,Alih Bentuk,Kab. Bantul,Prov. D.I. Yogyakarta,Tidak Terakreditasi,2,,
Akademi Kebidanan As-Syifa Kisaran,Akbid As-Syifa Kisaran,Swasta,Alih Bentuk,Kab. Asahan,Prov. Sumatera Utara,Baik,1,,
STKIP YPUP Makassar,STKIP YPUP Makassar,Swasta,Aktif,Kota Makassar,Prov. Sulawesi Selatan,Terakreditasi,4,,Rp2.300.000 - 4.000.000
Akademi Akuntansi Effendi Harahap,AAEH,Swasta,Aktif,Kota Semarang,Prov. Jawa Tengah,Tidak Terakreditasi,1,,Rp5.400.000 - 5.400.000
Universitas Tiga Serangkai,UTS,Swasta,Aktif,Kota Surakarta,Prov. Jawa Tengah,Baik,11,,Rp300.000 - 6.220.000
Akademi Kebidanan Bogor Husada,Akbid Bogor Husada,Swasta,Alih Bentuk,Kota Bogor,Prov. Jawa Barat,Tidak Terakreditasi,1,,
STIKES Marendeng Majene,STIKES Marendeng Majene,Swasta,Aktif,Kab. Majene,Prov. Sulawesi Barat,Baik,3,,Rp2.400.000 - 4.000.000
Universitas Islam Darul `ulum,UIDU,Swasta,Aktif,Kab. Lamongan,Prov. Jawa Timur,Baik,26,,
Institut Teknologi dan Sains Nahdlatul Ulama Jambi,ITSNUJ,Swasta,Aktif,Kota Jambi,Prov. Jambi,Baik,3,,Rp2.400.000 - 2.400.000
Akademi Kebidanan Pemenang,Akbid Pemenang,Swasta,Tutup,Kab. Kediri,Prov. Jawa Timur,Tidak Terakreditasi,1,,
Politeknik Triguna Tasikmalaya,PTT,Swasta,Aktif,Kota Tasikmalaya,Prov. Jawa Barat,Baik,5,,
Politeknik Ganesha Guru,PGG,Swasta,Aktif,Kab. Buleleng,Prov. Bali,Baik,3,,Rp2.950.000 - 3.300.000
Sekolah Tinggi Filsafat Theologi Jakarta,STF Theologi,Swasta,Aktif,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,Baik Sekali,4,,Rp240.000 - 18.600.000
Sekolah Tinggi Ilmu Kesehatan Ngudi Waluyo,STIKes Ngudi Waluyo,Swasta,Alih Bentuk,Kab. Semarang,Prov. Jawa Tengah,Tidak Terakreditasi,7,,
Akademi Pariwisata BSI Yogyakarta,APBY,Swasta,Alih Bentuk,Kab. Sleman,Prov. D.I. Yogyakarta,Tidak Terakreditasi,1,,
STIKES Yahya Bima,STIKES Yahya Bima,Swasta,Aktif,Kab. Bima,Prov. Nusa Tenggara Barat,Baik,5,80.87 %,Rp2.500.000 - 5.000.000
Universitas Abulyatama,UA,Swasta,Aktif,Kab. Aceh Besar,Prov. Aceh,B,36,41.19 %,
Universitas Mbojo Bima,UMB,Swasta,Aktif,Kota Bima,Prov. Nusa Tenggara Barat,Terakreditasi,6,13.04 %,
STKIP Barus Tapanuli Tengah,STKIP Barus Tapanuli,Swasta,Tutup,Kab. Tapanuli Tengah,Prov. Sumatera Utara,Tidak Terakreditasi,3,73.37 %,
Universitas Sapta Mandiri,USM,Swasta,Aktif,Kab. Balangan,Prov. Kalimantan Selatan,Baik,8,50.05 %,Rp2.700.000 - 2.700.000
STKIP PGRI Jombang,STKIP PGRI Jombang,Swasta,Alih Bentuk,Kab. Jombang,Prov. Jawa Timur,Tidak Terakreditasi,12,51.97 %,
Akademi Pariwisata Widya Dharma,APWD,Swasta,Aktif,Kota Bandar Lampung,Prov. Lampung,Baik,2,14.77 %,Rp4.000.000 - 4.000.000
Sekolah Tinggi Ilmu Manajemen Kosgoro,STIMK,Swasta,Alih Bentuk,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,Tidak Terakreditasi,1,81.09 %,
Akademi Kimia Industri Santo Paulus Semarang,AKISPS,Swasta,Alih Bentuk,Kota Semarang,Prov. Jawa Tengah,Tidak Terakreditasi,1,,
Akademi Administrasi Rumah Sakit Mataram,AARSM,Swasta,Aktif,Kota Mataram,Prov. Nusa Tenggara Barat,Baik,1,,Rp5.000.000 - 5.000.000
STIKES Persada Husada Indonesia,STIKES Persada Husada Indonesia,Swasta,Aktif,Kota Jakarta Timur,Prov. D.K.I. Jakarta,Baik,4,,Rp2.400.000 - 6.000.000
STKIP Muhammadiyah Sungai Penuh,STKIP Muhammadiyah Sungai Penuh,Swasta,Aktif,Kab. Sungai Penuh,Prov. Jambi,Baik,6,66.79 %,Rp1.200.000 - 2.500.000
Akademi Kebidanan Aisyiyah Palembang,Akbid Aisyiyah Palembang,Swasta,Alih Bentuk,Kota Palembang,Prov. Sumatera Selatan,Tidak Terakreditasi,1,,
STIKES PKU Muhammadiyah Surakarta,STIKES PKU Muhammadiyah Surakarta,Swasta,Alih Bentuk,Kota Surakarta,Prov. Jawa Tengah,Tidak Terakreditasi,7,2.97 %,
STMIK IBBI,STMIK IBBI,Swasta,Alih Bentuk,Kota Medan,Prov. Sumatera Utara,Tidak Terakreditasi,2,,
Universitas Stikubank,US,Swasta,Aktif,Kota Semarang,Prov. Jawa Tengah,Baik Sekali,21,,Rp800.000 - 7.500.000
Akademi Manajemen Komputer dan Informatika Ketapang,AMKIK,Swasta,Aktif,Kab. Ketapang,Prov. Kalimantan Barat,Baik,1,,Rp2.400.000 - 3.000.000
Institut Desain dan Bisnis Bali,IDBB,Swasta,Aktif,Kota Denpasar,Prov. Bali,Baik,12,,Rp2.750.000 - 10.000.000
Institut Kesehatan dan Bisnis Kurnia Jaya Persada,IKBKJP,Swasta,Alih Bentuk,Kota Palopo,Prov. Sulawesi Selatan,Tidak Terakreditasi,9,,
Sekolah Tinggi Teknik Lingkungan Mataram,STTLM,Swasta,Aktif,Kota Mataram,Prov. Nusa Tenggara Barat,Baik,2,,Rp3.900.000 - 3.900.000
Sekolah Tinggi Ilmu Kesehatan Buleleng,STIKes Buleleng,Swasta,Aktif,Kab. Buleleng,Prov. Bali,B,7,,
STISIPOL Candradimuka,STISIPOL Candradimuka,Swasta,Aktif,Kota Palembang,Prov. Sumatera Selatan,Terakreditasi,6,,Rp1.925.000 - 9.900.000
Universitas Merdeka Ponorogo,UMP,Swasta,Alih Bentuk,Kab. Ponorogo,Prov. Jawa Timur,Tidak Terakreditasi,4,,
STKIP Pangeran Antasari,STKIP Pangeran Antasari,Swasta,Aktif,Kota Medan,Prov. Sumatera Utara,Baik,4,,Rp1.200.000 - 2.500.000
Universitas Mayasari Bakti,UMB,Swasta,Aktif,Kota Tasikmalaya,Prov. Jawa Barat,Baik,9,,Rp225.000 - 6.350.000
Akademi Keperawatan Pemerintah Kabupaten Purworejo,Akper Pemerintah Kabupaten Purworejo,Swasta,Alih Bentuk,Kab. Purworejo,Prov. Jawa Tengah,Tidak Terakreditasi,1,,
Universitas Okmin Papua,UOP,Swasta,Aktif,Kab. Pegunungan Bintang,Prov. Papua,Baik,5,,
Institut Sains dan Teknologi Nahdlatul Ulama Bali,ISTNUB,Swasta,Aktif,Kota Denpasar,Prov. Bali,Baik,3,,
Institut Teknologi dan Sains Nahdlatul Ulama Lampung,ITSNUL,Swasta,Aktif,Kota Bandar Lampung,Prov. Lampung,Baik,5,,Rp2.400.000 - 2.400.000
Akademi Keperawatan Muhammadiyah Cirebon,Akper Muhammadiyah Cirebon,Swasta,Alih Bentuk,Kab. Cirebon,Prov. Jawa Barat,Tidak Terakreditasi,1,,
STKIP Tapanuli Selatan,STKIP Tapanuli,Swasta,Alih Bentuk,Kota Padang Sidempuan,Prov. Sumatera Utara,Tidak Terakreditasi,12,,
Akademi Sekretari Dan Manajemen Insulindo,ASMI,Swasta,Aktif,Kab. Bekasi,Prov. Jawa Barat,Baik,2,,Rp2.500.000 - 2.500.000
Sekolah Tinggi Ilmu Ekonomi Abdi Nusa,STIE Abdi,Swasta,Alih Bentuk,Kota Palembang,Prov. Sumatera Selatan,Tidak Terakreditasi,2,,
Akademi Kebidanan Darul Husada,Akbid Darul Husada,Swasta,Aktif,Kab. Pidie,Prov. Aceh,Baik,1,,Rp2.500.000 - 2.500.000
STIKES Ganesha Husada Kediri,STIKES Ganesha Husada Kediri,Swasta,Aktif,Kab. Kediri,Prov. Jawa Timur,Baik,4,,Rp6.500.000 - 18.000.000
Sekolah Tinggi Manajemen Informatika dan Komputer CIC,STMIK CIC,Swasta,Alih Bentuk,Kota Cirebon,Prov. Jawa Barat,Tidak Terakreditasi,5,,
Akademi Kebidanan Gatra Buana Gurabati Tidore,Akbid Gatra Buana Gurabati Tidore,Swasta,Alih Bentuk,Kota Tidore Kepulauan,Prov. Maluku Utara,Tidak Terakreditasi,1,,Rp11.100.000 - 11.100.000
Akademi Kebidanan Delima Persada Gresik,Akbid Delima Persada Gresik,Swasta,Alih Bentuk,Kab. Gresik,Prov. Jawa Timur,Tidak Terakreditasi,1,,
STIE Nobel Indonesia Makassar,STIE Nobel Indonesia Makassar,Swasta,Alih Bentuk,Kota Makassar,Prov. Sulawesi Selatan,Tidak Terakreditasi,3,,
Akademi Teknologi dan Bisnis Baiturrahman Sragen,ATBBS,Swasta,Aktif,Kab. Sragen,Prov. Jawa Tengah,Tidak Terakreditasi,1,,
Universitas PGRI Pontianak,UPP,Swasta,Aktif,Kota Pontianak,Prov. Kalimantan Barat,B,22,,Rp2.560.000 - 4.000.000
Universitas Nahdlatul Ulama Kalimantan Timur,UNUKT,Swasta,Aktif,Kota Samarinda,Prov. Kalimantan Timur,Baik,10,,Rp2.400.000 - 6.080.000
Politeknik Ilmu Pelayaran Balikpapan,PIPB,Swasta,Aktif,Kota Balikpapan,Prov. Kalimantan Timur,Baik,3,,Rp1.125.000 - 5.000.000
STISIP Amal Ilmiah Yapis Wamena,STISIP Amal Ilmiah Yapis,Swasta,Alih Bentuk,Kab. Jayawijaya,Prov. Papua,Tidak Terakreditasi,6,,
Akademi Olahraga Prestasi Nasional,AOPN,Swasta,Aktif,Kota Jakarta Barat,Prov. D.K.I. Jakarta,Baik Sekali,1,,Rp2.500.000 - 6.000.000
Sekolah Tinggi Ilmu Kesehatan Panrita Husada Bulukumba,STIKes Panrita Husada Bulukumba,Swasta,Aktif,Kab. Bulukumba,Prov. Sulawesi Selatan,Baik,8,,Rp2.500.000 - 3.250.000
Politeknik Aisyiyah Pontianak,PAP,Swasta,Aktif,Kota Pontianak,Prov. Kalimantan Barat,Baik Sekali,5,,Rp2.400.000 - 14.450.000
Akademi Kebidanan Mutiara Mahakam,Akbid Mutiara Mahakam,Swasta,Alih Bentuk,Kota Samarinda,Prov. Kalimantan Timur,Tidak Terakreditasi,1,48.17 %,
AMIK Panca Bhakti,AMIK Panca Bhakti,Swasta,Aktif,Kota Pontianak,Prov. Kalimantan Barat,Tidak Terakreditasi,1,51.08 %,Rp1.400.000 - 1.400.000
Akademi Sekretari Dan Manajemen Tunas Harapan,ASMTH,Swasta,Aktif,Kota Bogor,Prov. Jawa Barat,Tidak Terakreditasi,3,26.51 %,
Akademi Kebidanan Bina Sejahtera Ameta,Akbid Bina Sejahtera Ameta,Swasta,Tutup,Kota Medan,Prov. Sumatera Utara,Tidak Terakreditasi,1,40.72 %,
Politeknik Muara Dua,PMD,Swasta,Alih Bentuk,Kab. Ogan Komering Ulu Selatan,Prov. Sumatera Selatan,Tidak Terakreditasi,4,,
STKIP Bumi Persada Lhokseumawe,STKIP Bumi Persada Lhokseumawe,Swasta,Alih Bentuk,Kota Lhokseumawe,Prov. Aceh,Tidak Terakreditasi,5,66.58 %,
Institut Teknologi dan Bisnis Tuban,ITBT,Swasta,Aktif,Kab. Tuban,Prov. Jawa Timur,Baik,5,33.53 %,Rp2.500.000 - 2.500.000
Akademi Kebidanan Tahirah Al Baeti Bulukumba,Akbid Tahirah Al Baeti Bulukumba,Swasta,Aktif,Kab. Bulukumba,Prov. Sulawesi Selatan,Terakreditasi,1,37.02 %,Rp2.500.000 - 2.500.000
Sekolah Tinggi Ilmu Ekonomi Pagaruyung,STIE Pagaruyung,Swasta,Alih Bentuk,Kab. Tanah Datar,Prov. Sumatera Barat,Tidak Terakreditasi,1,71.76 %,
AMIK Mpu Tantular,AMIK Mpu Tantular,Swasta,Alih Bentuk,Kota Jakarta Timur,Prov. D.K.I. Jakarta,Tidak Terakreditasi,2,44.63 %,
Sekolah Tinggi Manajemen Informatika dan Komputer Kalirejo Lampung,STMIK Kalirejo,Swasta,Aktif,Kab. Lampung Tengah,Prov. Lampung,Baik,2,75.90 %,Rp3.000.000 - 3.000.000
Akademi Bahasa Asing Bumi Gora Mataram,ABABGM,Swasta,Alih Bentuk,Kota Mataram,Prov. Nusa Tenggara Barat,Tidak Terakreditasi,1,47.97 %,
Universitas Binaniaga Indonesia,UBI,Swasta,Aktif,Kota Bogor,Prov. Jawa Barat,Terakreditasi,7,51.66 %,Rp350.000 - 5.925.000
Institut Kesehatan Karsa Husada Garut,IKKHG,Swasta,Aktif,Kab. Garut,Prov. Jawa Barat,Tidak Terakreditasi,9,,
